name,latitude,longitude,Type of Hospital,Services,Number of Beds
MISSION (CHUAN) MEDICAL CLINIC,1.3278193,103.9308553,"profit, private","general services, gastroenterology, neurology, urology, pathology, radiology, cardiology, obstetrics",1403
MISSION (HOUGANG) MEDICAL CLINIC,1.3948882,103.8880208,"public, non-profit","general services, gastroenterology, obstetrics, pathology, neurology, radiology, cardiology",470
MISSION CROSS FAMILY CLINIC,1.4157219,103.8398225,"public, profit","general services, pathology, obstetrics, urology, gastroenterology, radiology",1211
"MUTUAL HEALTHCARE 
MEDICAL CLINIC",1.377615,103.73932,private,"general services, neurology, urology, obstetrics, gastroenterology, pathology, radiology, cardiology",1280
"MUTUAL HEALTHCARE 
MEDICAL CLINIC",1.3152781,103.7668558,profit,"general services, radiology, urology, neurology, pathology, obstetrics",8642
"MUTUAL HEALTHCARE 
MEDICAL CLINIC",1.31583,103.76472,non-profit,"general services, cardiology, pathology, radiology, urology, obstetrics, neurology",7505
MY CLINIC,1.3711728,103.894518,public,"general services, neurology, obstetrics",4530
MY CORPORATE CLINIC @ GLOBALFOUNDRIES,1.3416979,103.6971606,non-profit,"general services, radiology, pathology, obstetrics, neurology, gastroenterology",224
MY DOCTOR @ LAKESIDE,1.4036585,103.9061261,"private, profit","general services, urology, pathology, neurology, obstetrics, gastroenterology, radiology, cardiology",7109
MY DOCTOR'S PLACE PTE LTD,1.2974274,103.8381466,"private, profit",general services,4825
"MY FAMILY CLINIC 
(ANCHORVALE)",1.28967,103.85007,"profit, non-profit","general services, urology, obstetrics, neurology, pathology, gastroenterology, radiology, cardiology",3652
MY FAMILY CLINIC (ANGSANA BREEZE @ YISHUN),1.3887698,103.7709551,public,"general services, neurology, pathology",2928
MY FAMILY CLINIC (CHOA CHU KANG),1.385167,103.7603062,"non-profit, private",general services,1649
MY FAMILY CLINIC (CLEMENTI 325),1.3233238,103.8606858,"private, non-profit","general services, urology, gastroenterology, neurology, obstetrics",4513
MY FAMILY CLINIC (CLEMENTI),1.2977707,103.8061625,"non-profit, private","general services, cardiology, pathology, radiology",8366
MY FAMILY CLINIC (HOUGANG CENTRAL),1.3346566,103.8490092,"profit, non-profit","general services, cardiology, urology, radiology",5785
MY FAMILY CLINIC (PIONEER),1.4311005,103.7985065,"non-profit, profit","general services, neurology",6521
MY FAMILY CLINIC (PUNGGOL CENTRAL),1.28967,103.85007,public,"general services, obstetrics, urology, cardiology",4770
KILLINEY MEDICAL CLINIC,1.3728723,103.8577559,private,"general services, obstetrics",8431
MY FAMILY CLINIC (RIVERVALE),1.3750591,103.8781832,"public, non-profit","general services, urology, pathology, cardiology, radiology, gastroenterology",8616
MY FAMILY CLINIC (SEGAR),1.4382576,103.803627,"profit, private",general services,1227
MY FAMILY CLINIC (SENJA),1.28967,103.85007,"non-profit, private","general services, cardiology",8378
MY FAMILY CLINIC (ST GEORGE),1.28967,103.85007,"public, non-profit","general services, cardiology, obstetrics, neurology, pathology, urology, radiology",7349
MY FAMILY CLINIC (TANGLIN HALT),1.3118642,103.7587293,"public, non-profit","general services, obstetrics, neurology, radiology, urology, gastroenterology",7873
MY FAMILY CLINIC (TOA PAYOH CENTRAL),1.3415355,103.6909282,profit,"general services, neurology",2745
"MY FAMILY CLINIC 
(WOODLANDS GLEN)",1.3146366,103.7715939,"public, profit","general services, cardiology, gastroenterology, radiology, urology, pathology, obstetrics",821
"MY FAMILY CLINIC 
(WOODLANDS)",1.28967,103.85007,"public, non-profit","general services, urology",8142
MYCLNQ MEDICAL,1.28967,103.85007,"profit, public","general services, pathology, urology, gastroenterology, obstetrics, cardiology",5557
MYCLNQ MEDICAL HOUGANG,1.3592409,103.7507379,profit,"general services, urology, neurology, cardiology, obstetrics, radiology, pathology",2258
MYDOCTOR@ADMIRALTY PTE LTD,1.3735332,103.8863133,non-profit,"general services, radiology, urology, pathology, cardiology, obstetrics, neurology, gastroenterology",6671
MYDOCTOR@BALESTIER,1.3202093,103.9032068,profit,"general services, obstetrics, pathology, neurology, cardiology, gastroenterology, radiology",959
MYDOCTOR@CANBERRA,1.35333,103.9582011,non-profit,general services,8810
MYHEALTH MEDICAL CENTRE,1.28967,103.85007,private,"general services, pathology, obstetrics, urology, gastroenterology",5286
NANYANG CENTRE CLINIC,1.3706952,103.8282145,public,general services,463
NATIONAL CLINIC,1.3758007,103.7648563,"public, profit","general services, pathology",2494
NCS MEDICAL CLINIC,1.28967,103.85007,"private, profit","general services, pathology, cardiology, neurology",612
NEE SOON CLINIC,1.28967,103.85007,"public, non-profit","general services, neurology, radiology, cardiology, pathology, urology, obstetrics, gastroenterology",508
NEECARE MEDICAL CENTRE,1.3222065,103.7382286,private,"general services, pathology, urology",5391
NEIGHBOURHOOD MEDICAL CLINIC,1.28967,103.85007,profit,"general services, urology, radiology, gastroenterology, neurology, obstetrics, cardiology",8489
NEOH & ONG MEDICAL CLINIC,1.3332998,103.9259676,"public, private","general services, urology, radiology, gastroenterology, cardiology",3513
"NEPTUNE HEALTHCARE 
MEDICAL & SURGERY",1.28967,103.85007,"non-profit, profit","general services, neurology, pathology, cardiology, radiology, gastroenterology",3703
NEW HEALTH FAMILY CLINIC PTE LTD,1.28967,103.85007,"profit, public",general services,2306
"NEW PATH MEDICAL & 
AESTHETICS",1.3912987,103.8952065,"private, non-profit",general services,8009
LIFELINE BUKIT PANJANG MEDICAL CLINIC,1.3490572,103.7495906,"private, profit",general services,7975
NEWCASTLE CLINIC,1.3080768,103.7858814,profit,"general services, obstetrics, radiology, gastroenterology",6206
NEWEST MEDICAL AND LASER CLINIC PTE LTD,1.3078091,103.8850135,profit,"general services, urology, radiology, gastroenterology, pathology, neurology, obstetrics, cardiology",850
NEWLIFE FAMILY CLINIC & SURGERY,1.422888,103.8523081,"private, profit",general services,3004
NORTHEAST MEDICAL GROUP,1.28967,103.85007,public,general services,7526
NORTHEAST MEDICAL GROUP,1.4192268,103.905285,public,"general services, radiology, gastroenterology, urology, cardiology, obstetrics",7818
NORTHEAST MEDICAL GROUP,1.28967,103.85007,"public, non-profit","general services, radiology, urology, gastroenterology, pathology, obstetrics, neurology, cardiology",8493
NORTHEAST MEDICAL GROUP,1.4465419,103.805898,non-profit,"general services, neurology, obstetrics, pathology, urology, radiology, gastroenterology, cardiology",2527
NORTHEAST MEDICAL GROUP,1.3535142,103.8716164,public,general services,1915
NORTHEAST MEDICAL GROUP,1.28967,103.85007,profit,"general services, obstetrics, radiology, urology",6341
NORTHEAST MEDICAL GROUP,1.28967,103.85007,non-profit,"general services, urology, obstetrics, cardiology, pathology, radiology, neurology",8940
NORTHEAST MEDICAL GROUP,1.28967,103.85007,non-profit,"general services, neurology, urology, cardiology, obstetrics",2755
NORTHLAND FAMILY CLINIC & SURGERY,1.28967,103.85007,non-profit,"general services, radiology, neurology",924
NORTHLINK (WOODLANDS) CLINIC,1.28967,103.85007,non-profit,"general services, obstetrics, radiology, pathology",4899
NORTHSHORE FAMILY CLINIC,1.3697854,103.9480767,"private, profit","general services, cardiology, radiology, neurology, pathology, urology, gastroenterology, obstetrics",4658
"NORWOOD MEDICAL 
(HOUGANG)",1.3267682,103.8424618,non-profit,"general services, urology, gastroenterology, radiology",1683
NORWOOD MEDICAL CLINIC,1.3247933,103.9407406,non-profit,"general services, urology, cardiology, neurology, gastroenterology, obstetrics, pathology, radiology",2729
"NTUC HEALTH FAMILY 
MEDICINE CLINIC",1.28967,103.85007,public,"general services, obstetrics",7444
NUFFIELD MEDICAL ORCHARD,1.335739,103.8568213,profit,"general services, pathology, radiology",1173
NUFFIELD MEDICAL SIGLAP,1.28967,103.85007,"public, non-profit","general services, pathology, gastroenterology, radiology, cardiology, urology, obstetrics",7973
NUHEALTH MEDICAL CENTRE,1.3461364,103.6974234,non-profit,"general services, urology, pathology, cardiology, gastroenterology, radiology, neurology",7701
NUTRAMED CLINIC,1.28967,103.85007,non-profit,general services,1474
NYAM FAMILY CLINIC,1.3081248,103.9084881,"profit, public","general services, urology",5753
O2 MEDICAL CLINIC,1.3571301,103.8438701,public,"general services, radiology",4557
OAKLIFE FAMILY CLINIC,1.36417,103.75722,"public, private","general services, neurology, urology, cardiology, pathology, radiology, gastroenterology",6359
OASIS FAMILY CLINIC,1.4329149,103.8406947,"non-profit, profit","general services, radiology, urology, obstetrics, neurology, pathology, gastroenterology, cardiology",3447
MANADR CLINIC,1.4064265,103.9020102,"non-profit, public","general services, obstetrics, cardiology",3164
"OEI & KHO CLINIC AND 
SURGERY",1.3710916,103.848313,"profit, private","general services, urology, obstetrics",8357
OEI FAMILY CLINIC,1.43333,103.83111,"public, private","general services, urology, neurology, radiology, cardiology, pathology, gastroenterology",842
ONE MEDICAL CLINIC,1.3113838,103.7959836,"private, profit",general services,7113
ONE WELLNESS MEDICAL,1.28967,103.85007,"private, public","general services, urology, obstetrics",3846
ONE WELLNESS MEDICAL,1.28967,103.85007,private,general services,5486
ONECARE CLINIC BISHAN,1.28967,103.85007,"profit, public","general services, pathology, neurology",4864
"ONECARE CLINIC BUKIT 
GOMBAK MRT",1.3603619,103.762857,"profit, private","general services, gastroenterology, neurology, cardiology, urology",7970
ONECARE CLINIC JUNCTION 9,1.3705727,103.9619525,"profit, non-profit","general services, neurology, obstetrics, gastroenterology, urology",3146
ONEDOCTORS FAMILY CLINIC,1.3493403,103.9346183,"private, public","general services, radiology, cardiology, obstetrics, gastroenterology, urology, pathology, neurology",654
ONEDOCTORS FAMILY CLINIC,1.3611118,103.9400568,profit,"general services, radiology",5170
ONEDOCTORS FAMILY CLINIC,1.336749,103.8741128,"public, private","general services, pathology, gastroenterology, obstetrics, urology, neurology, radiology, cardiology",1871
ONEDOCTORS FAMILY CLINIC,1.426308,103.8523354,"public, non-profit","general services, neurology, cardiology",607
"ONEDOCTORS MEDICAL 
CENTRE",1.349018,103.8480269,"public, profit","general services, gastroenterology, cardiology, radiology, neurology",3699
ONELIFE FAMILY CLINIC,1.2887659,103.8160421,"public, non-profit","general services, neurology, radiology, gastroenterology, cardiology, obstetrics, urology",280
ONG'S CLINIC,1.3967926,103.8892265,non-profit,"general services, pathology, obstetrics, gastroenterology, neurology",854
"OUR FAMILY CLINIC & 
SURGERY PTE LTD",1.4263979,103.8277414,non-profit,"general services, pathology, radiology",8972
OUR FAMILY CLINIC + SURGERY,1.2772426,103.8310287,"public, non-profit","general services, obstetrics, urology, radiology, cardiology, pathology, gastroenterology, neurology",7474
OUR FAMILY PHYSICIAN CLINIC & SURGERY,1.28967,103.85007,"non-profit, public","general services, urology, neurology, obstetrics",2702
OUR TAMPINES FAMILY CLINIC,1.28967,103.85007,non-profit,"general services, neurology, gastroenterology",2469
OUR WOODLEIGH FAMILY CLINIC,1.28967,103.85007,"private, public","general services, cardiology, urology, pathology",3294
OUR YISHUN FAMILY CLINIC,1.3506468,103.8762537,"private, public","general services, cardiology, obstetrics, pathology, gastroenterology, radiology, urology, neurology",2140
P TAN FAMILY MEDICINE CLINIC,1.28967,103.85007,non-profit,general services,3959
PACIFIC FAMILY CLINIC,1.3207779,103.7481721,private,"general services, radiology, neurology, gastroenterology",7408
MEDIVENE CLINIC & SURGERY,1.4114011,103.9005244,private,general services,8864
PACIFIC MEDICAL & DENTAL GROUP,1.375088,103.8822547,private,"general services, radiology, urology",7337
PANCARE MEDICAL (BUKIT MERAH),1.3232395,103.8667183,non-profit,"general services, urology, cardiology, neurology, radiology, pathology",5394
PANCARE MEDICAL (HOUGANG),1.3003505,103.8495358,"public, private","general services, radiology, obstetrics, pathology, neurology, gastroenterology, urology, cardiology",5811
PANCARE MEDICAL (JURONG EAST),1.28967,103.85007,"profit, public",general services,5359
"PANCARE MEDICAL 
(SERANGOON)",1.3541277,103.8719618,"non-profit, public","general services, obstetrics, radiology, pathology",4681
PANCARE MEDICAL CLINIC,1.3714876,103.8458658,"public, non-profit","general services, neurology, pathology, urology, radiology",1226
PANDAN CLINIC PTE LTD,1.28967,103.85007,"public, private","general services, cardiology, gastroenterology, obstetrics, pathology",7524
PANHEALTH FAMILY CLINIC,1.2830522,103.8509298,"public, profit",general services,3078
PANHEALTH FAMILY CLINIC (HOUGANG),1.347181,103.9380431,private,"general services, neurology, urology, obstetrics, pathology, gastroenterology",2038
PARIQUA CLINIC,1.28967,103.85007,"public, profit","general services, gastroenterology, urology, radiology",7329
PARKLANE MEDICAL CENTRE,1.3724876,103.8674742,"public, non-profit","general services, radiology, gastroenterology, neurology, cardiology, urology, obstetrics, pathology",6777
PARKWAY MEDICENTRE,1.3594916,103.8852177,"profit, non-profit","general services, neurology, gastroenterology",6699
PARKWAY SHENTON,1.28967,103.85007,non-profit,"general services, urology, neurology, gastroenterology, radiology, obstetrics, cardiology, pathology",808
PARKWAY SHENTON FAMILY MEDICAL CLINIC,1.28967,103.85007,"profit, non-profit",general services,8744
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,non-profit,"general services, gastroenterology, cardiology, urology, neurology",8041
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,private,"general services, obstetrics, radiology, neurology",7084
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,private,"general services, urology, obstetrics",4790
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,"non-profit, public","general services, radiology, cardiology, pathology, neurology, urology, obstetrics, gastroenterology",7726
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,public,general services,4388
PARKWAY SHENTON MEDICAL CLINIC,1.312649,103.765599,"private, public","general services, urology, pathology, obstetrics, cardiology, neurology",7414
PARKWAY SHENTON MEDICAL CLINIC,1.4027879,103.9132234,private,"general services, pathology",2916
MINMED CLINIC (MARINA BAY),1.28967,103.85007,"non-profit, profit","general services, obstetrics",6065
PARKWAY SHENTON MEDICAL CLINIC,1.3690727,103.9575926,non-profit,"general services, pathology",7440
PARKWAY SHENTON MEDICAL CLINIC,1.28967,103.85007,profit,"general services, cardiology, obstetrics, urology, neurology, pathology, gastroenterology",2185
PARKWAY SHENTON MEDICAL CLINIC,1.4323605,103.786894,"non-profit, profit","general services, obstetrics",3097
PARKWAY SHENTON MEDICAL CLINIC,1.4331192,103.7793323,"public, non-profit","general services, obstetrics, gastroenterology",2359
PARKWAY SHENTON MEDICAL CLINIC,1.3625972,103.9378943,"private, profit","general services, pathology, neurology, obstetrics, cardiology",992
PARKWAY SHENTON MEDICAL GROUP,1.28967,103.85007,"non-profit, public","general services, gastroenterology, obstetrics, urology, pathology",3409
PARKWAY SHENTON MEDICAL GROUP,1.3782625,103.7564525,"public, private","general services, urology, radiology, neurology",4744
PARKWAY SHENTON MEDICAL GROUP,1.28967,103.85007,private,"general services, neurology, pathology, obstetrics, radiology, gastroenterology, cardiology",8857
PASIR RIS CLINIC & SURGERY PTE LTD,1.28967,103.85007,"private, non-profit","general services, pathology, gastroenterology, radiology, cardiology",200
PCS MEDICAL CENTRE,1.28967,103.85007,"non-profit, public","general services, pathology, urology, radiology",464
PEACE FAMILY CLINIC,1.28967,103.85007,private,"general services, urology, pathology, gastroenterology, cardiology, obstetrics, radiology, neurology",7773
PEACE FAMILY CLINIC (WL832),1.28967,103.85007,profit,"general services, radiology, neurology, cardiology, urology, gastroenterology",526
"PEAK MEDICAL CLINIC & 
SURGERY",1.3326127,103.9143786,private,"general services, radiology, obstetrics, urology, pathology, neurology, gastroenterology",3448
PEAK MEDICAL WEST PLAINS,1.28967,103.85007,"non-profit, public","general services, cardiology, obstetrics",2924
PHOENIX CLINIC & SURGERY,1.422888,103.8523081,profit,"general services, gastroenterology",6449
PHOENIX MEDICAL GROUP,1.4336794,103.7652997,"profit, non-profit","general services, gastroenterology, radiology, cardiology",3913
PHOENIX MEDICAL GROUP ( NOVENA ),1.3454948,103.6973409,non-profit,"general services, gastroenterology",5632
PHOENIX MEDICAL GROUP (HILLVIEW),1.28967,103.85007,non-profit,general services,968
PHOENIX MEDICAL GROUP (PAYA LEBAR),1.360576,103.9701203,profit,"general services, cardiology, pathology",8371
PHOENIX MEDICAL GROUP (POTONG PASIR),1.3975758,103.8968608,"public, profit","general services, gastroenterology, neurology, pathology, urology",142
PHOON CLINIC AND SURGERY,1.28967,103.85007,"profit, non-profit",general services,652
PHYSICIANS PRACTICE FAMILY MEDICAL CENTER,1.3725971,103.8988127,"private, non-profit","general services, urology, cardiology, obstetrics, gastroenterology",7468
PIDEMCO MEDICAL CENTRE PTE LTD,1.41727,103.9016903,profit,"general services, cardiology, radiology, gastroenterology",1150
MY CORPORATE CLINIC @ GLOBALFOUNDRIES,1.3730506,103.9456718,public,general services,5231
PIER MEDICAL CENTRE,1.2902039,103.8482584,non-profit,"general services, gastroenterology, obstetrics, cardiology, pathology, urology, radiology, neurology",3148
PINNACLE FAMILY CLINIC (BUANGKOK SQUARE),1.28967,103.85007,"non-profit, profit","general services, neurology, obstetrics, pathology, urology, gastroenterology",6526
PINNACLE FAMILY CLINIC (CHANGI NORTH),1.3698237,103.8730163,public,general services,6332
PINNACLE FAMILY CLINIC (COMPASSVALE),1.4311005,103.7985065,"profit, non-profit",general services,7339
PINNACLE FAMILY CLINIC (DAKOTA),1.3925099,103.7439131,private,"general services, urology, pathology, radiology, obstetrics, cardiology, neurology",6923
PINNACLE FAMILY CLINIC (HOUGANG),1.28967,103.85007,"non-profit, profit","general services, cardiology, gastroenterology, urology, neurology, obstetrics, pathology, radiology",3988
PINNACLE FAMILY CLINIC (NORTHSHORE PLAZA 1),1.3238403,103.8551531,public,"general services, gastroenterology, pathology, neurology, cardiology, obstetrics, urology, radiology",2429
PINNACLE FAMILY CLINIC (PASIR RIS),1.3327737,103.8678801,profit,"general services, gastroenterology, urology, pathology, radiology, obstetrics",6674
PINNACLE FAMILY CLINIC (RIVER VALLEY),1.3590118,103.9349128,public,"general services, neurology, pathology, obstetrics",8789
PINNACLE FAMILY CLINIC (SEMBAWANG),1.28967,103.85007,private,general services,2027
PINNACLE FAMILY CLINIC (SERANGOON NORTH),1.3700803,103.8495228,"public, private","general services, gastroenterology, pathology, radiology, urology, neurology, cardiology",762
PINNACLE FAMILY CLINIC (WOODLANDS),1.28967,103.85007,"non-profit, profit","general services, neurology, cardiology, obstetrics, urology, gastroenterology, radiology",4650
PINNACLE FAMILY CLINIC (YEW TEE),1.28967,103.85007,"non-profit, public","general services, obstetrics, neurology, pathology, cardiology, gastroenterology",7276
PLATINUM MEDICAL CENTRE PTE LTD,1.4382576,103.803627,profit,"general services, gastroenterology, radiology, cardiology, pathology, neurology, urology",4047
PLUSHEALTH MEDICAL CLINIC & SURGERY,1.3772917,103.7730485,"profit, private","general services, radiology",5472
POTONG PASIR MEDICAL CLINIC,1.3850022,103.8958614,non-profit,general services,4489
PRAISE FAMILY CLINIC,1.28967,103.85007,non-profit,"general services, obstetrics, pathology, neurology, urology",890
PRECIOUS MEDICAL CENTRE,1.28967,103.85007,profit,"general services, neurology, urology, gastroenterology, pathology, radiology, obstetrics",4171
PREMIER CLINIC & SURGERY PTE LTD,1.28967,103.85007,"private, public","general services, radiology, urology, cardiology, gastroenterology",3556
PRESTIGE FAMILY CLINIC,1.28967,103.85007,"profit, private","general services, gastroenterology, cardiology, radiology, obstetrics",7954
PRIME MEDICAL GROUP PTE LTD,1.4045846,103.9086457,"profit, non-profit","general services, gastroenterology, cardiology, radiology, neurology, obstetrics, urology, pathology",4298
MYDOCTOR@ADMIRALTY PTE LTD,1.4179029,103.9012845,profit,"general services, urology, pathology",7967
"PROHEALTH 24-HOUR 
MEDICAL CLINIC",1.4004815,103.9103509,"public, non-profit","general services, urology, obstetrics, gastroenterology",7760
PROHEALTH MEDICAL GROUP @BUANGKOK,1.28967,103.85007,profit,"general services, neurology, radiology, urology, pathology, obstetrics, gastroenterology, cardiology",3816
PROHEALTH MEDICAL GROUP @BUKIT BATOK,1.28967,103.85007,private,"general services, radiology, urology, obstetrics, neurology, cardiology",536
PROHEALTH MEDICAL GROUP @FERNVALE,1.28967,103.85007,public,"general services, radiology",4432
PROHEALTH MEDICAL GROUP @HOUGANG,1.3779196,103.7444017,private,"general services, radiology, pathology",1306
PROHEALTH MEDICAL GROUP @LRT FERNVALE,1.28967,103.85007,private,"general services, radiology, gastroenterology, obstetrics, neurology, cardiology",837
PROHEALTH MEDICAL GROUP @PUNGGOL DAMAI,1.28967,103.85007,non-profit,"general services, neurology, gastroenterology, radiology, cardiology, urology",4971
PROHEALTH MEDICAL GROUP @PUNGGOL NORTHSHORE,1.28967,103.85007,"profit, private","general services, cardiology, gastroenterology",6590
PROHEALTH MEDICAL GROUP @PUNGGOL SPECTRA,1.28967,103.85007,profit,"general services, obstetrics, urology, pathology, radiology, neurology, gastroenterology, cardiology",3935
PROHEALTH MEDICAL GROUP @TAMAN JURONG,1.4010206,103.8991863,"non-profit, private","general services, cardiology, neurology",281
PROHEALTH MEDICAL GROUP @TAMPINES,1.28967,103.85007,"profit, public",general services,1385
PROHEALTH MEDICAL GROUP @WOODLEIGH,1.28967,103.85007,public,"general services, neurology, radiology, gastroenterology, cardiology, obstetrics",7957
PRO-LIFE MEDICAL ASSOCIATES,1.28967,103.85007,non-profit,"general services, urology, cardiology, neurology, obstetrics, radiology, pathology",5287
PROVIDENCE CLINIC @ NOVENA,1.38251,103.89296,private,"general services, pathology, urology, gastroenterology, radiology, neurology",8892
PROVIDENCE MEDICAL CENTRE PTE. LTD.,1.28967,103.85007,public,"general services, cardiology, radiology",4842
PROVIDENTIA MEDICAL,1.3538627,103.8723813,"non-profit, private","general services, cardiology, radiology, pathology, obstetrics, gastroenterology, urology",5451
PUNGGOL FAMILY CLINIC PTE. LTD.,1.301136,103.8571482,non-profit,"general services, cardiology, obstetrics, urology, gastroenterology, pathology",5924
PUNGGOL RIPPLES FAMILY CLINIC,1.28967,103.85007,public,"general services, pathology, obstetrics, urology, cardiology",7659
Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK),1.3456864,103.8560258,private,"general services, urology",585
Q & M MEDICAL & AESTHETIC CLINIC (TAMPINES CENTRAL) PTE. LTD.,1.3724889,103.8474507,"profit, private","general services, radiology",243
NORTHEAST MEDICAL GROUP,1.3663512,103.9645143,public,general services,7799
"Q & M MEDICAL CLINIC 
(BUANGKOK MRT) PTE. LTD.",1.3344059,103.740198,"profit, private","general services, urology, neurology, gastroenterology, pathology",2356
Q & M MEDICAL CLINIC (BUKIT BATOK),1.28967,103.85007,profit,"general services, neurology, radiology, pathology, gastroenterology, urology, cardiology",248
Q & M MEDICAL FAMILY CLINIC,1.3337519,103.8478348,profit,"general services, obstetrics, neurology, radiology",2993
RAFFLES EXECUTIVE MEDICAL CENTRE,1.2844628,103.851882,profit,"general services, urology",8580
RAFFLESMEDICAL,1.28967,103.85007,public,"general services, urology, cardiology, obstetrics, radiology",2923
RAFFLESMEDICAL,1.28967,103.85007,non-profit,"general services, pathology, gastroenterology, obstetrics, cardiology, urology, radiology, neurology",3828
RAFFLESMEDICAL,1.28967,103.85007,private,"general services, urology, obstetrics, neurology, gastroenterology",4671
RAFFLESMEDICAL,1.28967,103.85007,private,"general services, pathology, obstetrics, gastroenterology, radiology, urology, neurology",295
RAFFLESMEDICAL,1.3713266,103.8935517,public,"general services, neurology, pathology, cardiology, radiology, urology, gastroenterology",8535
RAFFLESMEDICAL,1.28967,103.85007,"public, profit","general services, obstetrics, neurology, cardiology",1301
RAFFLESMEDICAL,1.4495438,103.8186834,"profit, private","general services, obstetrics, gastroenterology, neurology, urology, cardiology, pathology",1019
RAFFLESMEDICAL,1.3125082,103.7649253,"public, non-profit",general services,1267
RAFFLESMEDICAL,1.28967,103.85007,"public, private","general services, urology, cardiology, gastroenterology, neurology, obstetrics",8039
RAFFLESMEDICAL,1.302562,103.907375,private,"general services, radiology, obstetrics",6016
RAFFLESMEDICAL,1.28967,103.85007,public,"general services, gastroenterology",193
RAFFLESMEDICAL,1.3724964,103.9497434,private,general services,7161
RAFFLESMEDICAL,1.3571301,103.8438701,profit,"general services, obstetrics, neurology, cardiology",3278
RAFFLESMEDICAL,1.28967,103.85007,"profit, public","general services, pathology, gastroenterology, radiology, neurology, obstetrics",4277
RAFFLESMEDICAL,1.3850567,103.7450277,private,"general services, cardiology, neurology",5922
RAFFLESMEDICAL,1.3074198,103.9038875,private,"general services, neurology, pathology, urology, cardiology, gastroenterology, obstetrics",3593
RAFFLESMEDICAL,1.28967,103.85007,"profit, private","general services, urology, neurology, gastroenterology, obstetrics",4560
RAFFLESMEDICAL,1.28967,103.85007,private,general services,443
RAFFLESMEDICAL,1.3394964,103.705254,non-profit,"general services, radiology, cardiology",2261
RAFFLESMEDICAL,1.3257782,103.9294382,profit,"general services, gastroenterology, obstetrics",8176
ONECARE CLINIC BISHAN,1.3968091,103.7467917,"profit, private","general services, radiology, pathology, gastroenterology, neurology, obstetrics",3214
RAFFLESMEDICAL,1.28967,103.85007,"non-profit, private","general services, urology, cardiology, radiology, gastroenterology",764
RAFFLESMEDICAL,1.34281,103.95297,"public, non-profit",general services,7634
RAFFLESMEDICAL,1.28967,103.85007,non-profit,general services,3759
RAFFLESMEDICAL,1.38639,104.0025,"public, private","general services, cardiology, radiology, obstetrics, neurology, pathology, urology",464
RAFFLESMEDICAL,1.28967,103.85007,profit,"general services, urology, pathology, cardiology, gastroenterology, radiology",85
RAFFLESMEDICAL,1.301136,103.8571482,"public, private","general services, obstetrics, gastroenterology, neurology",3733
RAFFLESMEDICAL,1.28967,103.85007,private,"general services, gastroenterology, pathology",5607
RAFFLESMEDICAL,1.28967,103.85007,"non-profit, public","general services, radiology, obstetrics",6235
RAFFLESMEDICAL,1.3414006,103.9847624,"public, non-profit","general services, gastroenterology, urology, radiology, obstetrics",7680
RAFFLESMEDICAL,1.4064265,103.9020102,private,general services,6167
RAFFLESMEDICAL,1.28967,103.85007,"profit, private","general services, cardiology, radiology, obstetrics, gastroenterology",1639
RAFFLESMEDICAL,1.28967,103.85007,non-profit,"general services, neurology, obstetrics, pathology, urology, gastroenterology, cardiology, radiology",7229
RAFFLESMEDICAL,1.3890828,103.9097503,profit,"general services, cardiology, gastroenterology, obstetrics, radiology, neurology",2770
RAFFLESMEDICAL,1.28967,103.85007,"profit, non-profit","general services, urology, radiology, pathology, neurology, gastroenterology, cardiology, obstetrics",5868
RAFFLESMEDICAL,1.28967,103.85007,"profit, non-profit","general services, gastroenterology, pathology",1998
RAFFLESMEDICAL,1.3506468,103.8762537,non-profit,general services,8344
RAFFLESMEDICAL,1.28967,103.85007,profit,"general services, cardiology, radiology, urology, gastroenterology, neurology",3757
RAFFLESMEDICAL,1.3541277,103.8719618,private,"general services, cardiology, urology, pathology, obstetrics, gastroenterology",736
RAFFLESMEDICAL,1.3368673,103.9204745,public,"general services, urology, gastroenterology, pathology, neurology",8236
RAFFLESMEDICAL,1.3776263,103.755745,non-profit,"general services, neurology, gastroenterology, cardiology",6500
RCMC RIVERVALE CRESCENT MEDICAL CENTRE,1.28967,103.85007,"profit, non-profit","general services, cardiology, gastroenterology, pathology, urology, radiology, neurology, obstetrics",4377
RC'S FAMILY CLINIC PTE LTD,1.3773078,103.9035432,non-profit,"general services, radiology, urology, obstetrics, pathology, neurology, cardiology",1822
RED DOT MEDICAL,1.28967,103.85007,private,"general services, gastroenterology, radiology, neurology",1320
"PANCARE MEDICAL 
(SERANGOON)",1.28967,103.85007,"private, public","general services, pathology",3761
"REDWOOD CLINIC AND 
SURGERY PTE LTD",1.3778545,103.7494678,profit,"general services, pathology, urology, neurology, cardiology, obstetrics",246
REDWOOD@TPY CLINIC AND SURGERY PTE LTD,1.4201172,103.8435501,public,general services,442
RESERVOIR ROAD CLINIC & SURGERY,1.28967,103.85007,private,"general services, gastroenterology, urology, radiology",6053
